date,Vgas_m3,Qboiler_prod_Gcal,air_temp_daily,Qgas_ccal_m3,T1_c_mean,T2_c_mean
2022-01-01,13143.0,83.245,-2.3041666666666667,8121,80.0,46.0
2022-01-02,14814.0,103.855,-8.5375,8121,96.0,53.0
2022-01-03,14523.0,106.003,-9.104166666666666,8121,96.0,53.0
2022-01-04,13295.0,101.535,-9.375,8121,96.0,53.0
2022-01-05,12394.0,94.071,-7.154166666666666,8121,91.0,51.0
2022-01-06,11657.0,79.148,-0.75,8121,77.5,45.0
2022-01-07,15147.0,98.246,-5.670833333333333,8121,89.0,50.0
2022-01-08,13025.0,104.087,-6.483333333333333,8121,89.0,50.0
2022-01-09,14375.0,93.66,-5.833333333333333,8121,89.0,50.0
2022-01-10,16478.0,108.317,-7.483333333333333,8121,91.0,51.0
2022-01-11,18874.0,128.738,-10.920833333333334,8121,100.0,56.0
2022-01-12,21453.0,143.522,-15.879166666666668,8121,110.5,60.0
2022-01-13,11126.0,132.083,-11.204166666666666,8121,100.0,56.0
2022-01-14,11811.0,70.845,-0.12083333333333333,8121,75.0,44.0
2022-01-15,12402.0,88.268,-2.8208333333333333,8121,81.5,47.0
2022-01-16,12749.0,93.779,-5.366666666666667,8121,87.0,49.0
2022-01-17,12701.0,91.013,-3.0583333333333336,8121,81.5,47.0
2022-01-18,16622.0,101.157,-5.641666666666667,8121,89.0,50.0
2022-01-19,12059.0,113.111,-8.416666666666666,8121,93.5,52.0
2022-01-20,12151.0,85.741,-3.4125,8121,81.5,47.0
2022-01-21,14317.0,96.838,-5.541666666666667,8121,89.0,50.0
2022-01-22,13225.0,94.151,-5.125,8121,87.0,49.0
2022-01-23,14412.0,99.739,-5.9875,8121,89.0,50.0
2022-01-24,15353.0,107.2158,-8.779166666666667,8121,96.0,53.0
2022-01-25,13875.0,111.0074,-9.387500000000001,8121,96.0,53.0
2022-01-26,13748.0,95.9013,-6.75,8121,91.0,51.0
2022-01-27,14080.0,102.2677,-9.4625,8121,96.0,53.0
2022-01-28,13331.0,99.9793,-6.870833333333334,8121,91.0,51.0
2022-01-29,12270.0,90.7085,-6.295833333333333,8121,89.0,50.0
2022-01-30,12407.0,89.9321,-4.408333333333333,8121,84.5,48.0
2022-01-31,12077.0,87.6661,-2.779166666666667,8121,81.5,47.0
2022-02-01,12147.0,86.0118,-3.1666666666666665,8130,81.5,47.0
2022-02-02,13201.0,93.5758,-4.979166666666667,8130,87.0,49.0
2022-02-03,13215.0,94.6601,-6.941666666666666,8130,91.0,51.0
2022-02-04,13366.0,98.5092,-8.058333333333334,8130,93.5,52.0
2022-02-05,15677.0,100.7424,-9.933333333333334,8130,98.0,55.0
2022-02-06,12312.0,107.9862,-7.9624999999999995,8130,93.5,52.0
2022-02-07,10142.0,83.627,-2.125,8130,80.0,46.0
2022-02-08,11338.0,74.9648,-0.6124999999999999,8130,77.5,45.0
2022-02-09,11027.0,81.8815,-2.191666666666667,8130,80.0,46.0
2022-02-10,10819.0,78.8447,-0.7166666666666667,8130,77.5,45.0
2022-02-11,10914.0,76.8852,-1.5416666666666667,8130,80.0,46.0
2022-02-12,11133.0,82.9829,-2.495833333333333,8130,80.0,46.0
2022-02-13,11545.0,75.2524,-1.1166666666666667,8130,77.5,45.0
2022-02-14,11629.0,83.0887,-2.158333333333333,8130,80.0,46.0
2022-02-15,11209.0,79.9037,-2.9625,8130,81.5,47.0
2022-02-16,11122.0,86.5484,-3.3166666666666664,8130,81.5,47.0
2022-02-17,9375.0,75.8829,0.5708333333333333,8130,72.0,43.0
2022-02-18,10229.0,69.707,0.24583333333333335,8130,75.0,44.0
2022-02-19,9500.0,73.6282,0.09583333333333333,8130,75.0,44.0
2022-02-20,10476.0,70.6308,0.1375,8130,75.0,44.0
2022-02-21,10037.0,74.5657,-0.29583333333333334,8130,75.0,44.0
2022-02-22,9721.0,71.6629,1.7291666666666667,8130,70.0,42.0
2022-02-23,11540.0,74.0543,-0.2416666666666667,8130,75.0,44.0
2022-02-24,12526.0,86.2993,-2.6125000000000003,8130,81.5,47.0
2022-02-25,10081.0,81.4066,-2.5625,8130,81.5,47.0
2022-02-26,10384.0,71.9468,-0.6916666666666668,8130,77.5,45.0
2022-02-27,13668.0,83.1098,-4.033333333333333,8130,84.5,48.0
2022-02-28,13220.0,95.872,-5.841666666666666,8130,89.0,50.0
2022-03-01,11945.0,90.5606,-6.533333333333334,8130,91.0,51.0
2022-03-02,11373.0,84.9762,-4.925,8130,87.0,49.0
2022-03-03,10923.0,82.4121,-4.7,8130,87.0,49.0
2022-03-04,11022.0,84.4098,-3.5625,8130,84.5,48.0
2022-03-05,14167.0,85.5094,-2.6875,8130,81.5,47.0
2022-03-06,10185.0,93.5848,-4.125,8130,84.5,48.0
2022-03-07,14013.0,79.4593,-1.9875,8130,80.0,46.0
2022-03-08,17247.0,112.7991,-6.104166666666667,8130,89.0,50.0
2022-03-09,17448.0,126.9086,-11.658333333333333,8130,102.0,57.0
2022-03-10,15720.0,118.826,-11.3125,8130,100.0,56.0
2022-03-11,11280.0,103.6613,-8.629166666666666,8130,96.0,53.0
2022-03-12,11635.0,86.3809,-4.425,8130,84.5,48.0
2022-03-13,9321.0,75.3607,-2.1875,8130,80.0,46.0
2022-03-14,12081.0,71.7585,-0.2875,8130,75.0,44.0
2022-03-15,13502.0,89.2295,-5.391666666666667,8130,87.0,49.0
2022-03-16,11392.0,93.419,-7.679166666666667,8130,93.5,52.0
2022-03-17,13624.0,83.288,-7.720833333333334,8130,93.5,52.0
2022-03-18,10181.0,87.8311,-4.445833333333334,8130,84.5,48.0
2022-03-19,9577.0,73.794,-2.6374999999999997,8130,81.5,47.0
2022-03-20,9259.0,68.1308,0.5541666666666667,8130,72.0,43.0
2022-03-21,9416.0,59.8213,0.975,8130,72.0,43.0
2022-03-22,9279.0,62.6018,0.9291666666666667,8130,72.0,43.0
2022-03-23,10247.0,53.8703,-0.11250000000000004,8130,75.0,44.0
2022-03-24,8040.0,65.3719,1.2874999999999999,8130,72.0,43.0
2022-03-25,8810.0,61.7758,2.1875,8130,70.0,42.0
2022-03-26,11589.0,60.1579,2.2083333333333335,8130,70.0,42.0
2022-03-27,15308.0,89.008,-3.8125,8130,84.5,48.0
2022-03-28,11551.0,95.8033,-2.5875,8130,81.5,47.0
2022-03-29,14112.0,76.6779,-1.175,8130,77.5,45.0
2022-03-30,13098.0,92.8544,-4.595833333333333,8130,87.0,49.0
2022-03-31,11526.0,83.0225,-1.6666666666666667,8130,80.0,46.0
2022-04-01,11247.0,74.3345,0.08750000000000001,8152,75.0,44.0
2022-04-02,11382.0,76.5582,-0.5708333333333333,8152,77.5,45.0
2022-04-03,11670.0,73.2763,-1.9041666666666668,8152,80.0,46.0
2022-04-04,10226.0,77.5911,-3.1374999999999997,8152,81.5,47.0
2022-04-05,9672.0,67.9415,-0.16666666666666666,8152,75.0,44.0
2022-04-06,11867.0,70.1617,-0.3625,8152,75.0,44.0
2022-04-07,8451.0,76.2666,2.4,8152,70.0,42.0
2022-04-08,6736.0,47.9952,8.637500000000001,8152,64.0,43.8
2022-04-09,7088.0,46.7136,7.666666666666667,8152,64.0,43.3
2022-04-10,7862.0,48.4896,6.195833333333333,8152,64.0,42.8
2022-04-11,9962.0,62.3687,3.4458333333333333,8152,69.0,42.0
2022-04-12,9570.0,65.3523,5.679166666666667,8152,64.0,42.8
2022-04-13,9333.0,61.3898,4.454166666666667,8152,68.0,42.0
2022-04-14,7962.0,57.5344,4.829166666666667,8152,66.0,42.3
2022-04-15,8458.0,53.7853,5.708333333333333,8152,64.0,42.8
2022-04-16,9651.0,61.6734,2.345833333333333,8152,70.0,42.0
2022-04-17,9448.0,62.3367,2.470833333333333,8152,70.0,42.0
2022-04-18,8072.0,60.309,4.645833333333333,8152,66.0,42.3
2022-04-19,6464.0,53.9647,7.679166666666667,8152,64.0,43.3
2022-04-20,6048.0,46.4232,9.091666666666667,8152,64.0,43.8
2022-04-21,6304.0,44.1412,5.833333333333333,8152,64.0,42.8
2022-04-22,5814.0,37.0955,6.866666666666667,8152,64.0,43.3
2022-04-23,5437.0,37.0955,8.979166666666666,8152,64.0,43.8
2022-04-24,5602.0,40.293,9.424999999999999,8152,64.0,43.8
2022-04-25,5610.0,40.4234,12.083333333333334,8152,64.0,44.3
2022-04-26,5515.0,38.9065,11.1,8152,64.0,44.3
2022-04-27,7761.0,44.5276,7.958333333333333,8152,64.0,43.3
2022-04-28,7609.0,55.7928,4.2375,8152,68.0,42.0
2022-04-29,7116.0,52.2762,5.091666666666667,8152,66.0,42.3
2022-04-30,7651.0,52.3488,3.4291666666666667,8152,69.0,42.0
2022-05-01,5276.0,49.3071,6.425,8187,64.0,42.8
2022-05-02,5275.0,38.1123,8.9,8187,64.0,43.8
2022-05-03,5782.0,36.9058,11.120833333333332,8187,64.0,44.3
2022-05-04,7888.0,50.5161,5.458333333333333,8187,66.0,42.3
2022-05-05,6574.0,51.4828,5.620833333333334,8187,64.0,42.8
2022-05-06,4586.0,42.2361,10.25,8187,64.0,44.3
2022-05-07,3834.0,31.0454,11.9,8187,64.0,44.3
2022-05-08,5174.0,28.5176,12.700000000000001,8187,64.0,44.3
2022-05-09,7003.0,43.7705,6.6125,8187,64.0,43.3
2022-05-10,5275.0,43.7775,7.2124999999999995,8187,64.0,43.3
2022-05-11,4003.0,33.8367,11.025,8187,64.0,44.3
2022-05-12,3148.0,25.5052,13.612499999999999,8187,64.0,44.3
2022-05-13,3644.0,25.2475,11.683333333333332,8187,64.0,44.3
2022-05-14,3394.0,23.6638,11.291666666666666,8187,64.0,44.3
2022-05-15,3468.0,23.9198,11.229166666666666,8187,64.0,44.3
2022-05-16,3926.0,26.1671,10.183333333333334,8187,64.0,44.3
2022-05-17,3923.0,28.7081,9.637500000000001,8187,64.0,44.3
2022-05-18,3843.0,27.4062,10.408333333333333,8187,64.0,44.3
2022-05-19,4395.0,29.0333,8.833333333333334,8187,64.0,43.8
2022-05-20,4751.0,32.2254,8.3375,8187,64.0,43.3
2022-05-21,3915.0,32.3365,9.6875,8187,64.0,44.3
2022-05-22,4787.0,27.4519,7.408333333333332,8187,64.0,43.3
2022-05-23,3482.0,31.4559,8.866666666666667,8187,64.0,43.8
2022-05-24,4621.0,27.1512,7.070833333333333,8187,64.0,43.3
2022-05-25,3346.0,29.7864,8.720833333333333,8187,64.0,43.8
2022-05-26,2888.0,22.1643,13.1625,8187,64.0,44.3
2022-05-27,2427.0,19.5911,11.291666666666666,8187,64.0,44.3
2022-05-28,2131.0,14.6167,9.424999999999999,8187,64.0,43.8
2022-05-29,2196.0,14.525,10.604166666666666,8187,64.0,44.3
2022-05-30,1955.0,14.4718,14.520833333333334,8187,64.0,44.3
2022-05-31,2217.0,12.5873,14.491666666666667,8187,64.0,44.3
2022-06-01,1705.0,12.7767,17.412499999999998,8173,64.0,44.3
2022-06-02,1749.0,11.7401,19.158333333333335,8173,64.0,44.3
2022-06-03,1809.0,11.9809,15.866666666666667,8173,64.0,44.3
2022-06-04,2100.0,11.4553,15.25,8173,64.0,44.3
2022-06-05,1696.0,11.2753,14.258333333333333,8173,64.0,44.3
2022-06-06,1606.0,11.7074,15.795833333333334,8173,64.0,44.3
2022-06-07,1638.0,10.8812,15.020833333333334,8173,64.0,44.3
2022-06-08,1742.0,10.7513,16.429166666666667,8173,64.0,44.3
2022-06-09,1478.0,10.2636,20.104166666666668,8173,64.0,44.3
2022-06-10,1381.0,10.0933,21.145833333333332,8173,64.0,44.3
2022-06-11,1516.0,9.2703,20.1125,8173,64.0,44.3
2022-06-12,1423.0,9.3963,19.895833333333332,8173,64.0,44.3
2022-06-13,1496.0,9.5041,18.537499999999998,8173,64.0,44.3
2022-06-14,1488.0,10.634,19.579166666666666,8173,64.0,44.3
2022-06-15,1470.0,10.3101,15.616666666666667,8173,64.0,44.3
2022-06-16,1144.0,7.8931,17.216666666666665,8173,64.0,44.3
2022-06-17,1519.0,8.1144,15.466666666666667,8173,64.0,44.3
2022-06-18,1309.0,8.9119,16.904166666666665,8173,64.0,44.3
2022-06-19,1358.0,7.7845,19.575,8173,64.0,44.3
2022-06-20,1405.0,9.0246,16.483333333333334,8173,64.0,44.3
2022-06-21,1409.0,9.3039,16.158333333333335,8173,64.0,44.3
2022-06-22,1354.0,8.8553,17.258333333333333,8173,64.0,44.3
2022-06-23,1308.0,8.9557,18.3625,8173,64.0,44.3
2022-06-24,1367.0,8.7578,20.325,8173,64.0,44.3
2022-06-25,1216.0,8.1771,22.65833333333333,8173,64.0,44.3
2022-06-26,1264.0,8.188,24.704166666666666,8173,64.0,44.3
2022-06-27,1313.0,8.7689,26.3,8173,64.0,44.3
2022-06-28,1286.0,8.8445,21.5,8173,64.0,44.3
2022-06-29,1301.0,8.7576,18.316666666666666,8173,64.0,44.3
2022-06-30,1288.0,8.543,19.866666666666667,8173,64.0,44.3
2022-07-01,1239.0,8.5169,17.675,8383,64.0,44.3
2022-07-02,1112.0,7.671,19.766666666666666,8383,64.0,44.3
2022-07-03,1245.0,7.7856,23.77916666666667,8383,64.0,44.3
2022-07-04,1336.0,8.7788,24.337500000000002,8383,64.0,44.3
2022-07-05,1285.0,8.6424,24.066666666666666,8383,64.0,44.3
2022-07-06,1225.0,8.7432,24.170833333333334,8383,64.0,44.3
2022-07-07,1383.0,9.5768,24.583333333333332,8383,64.0,44.3
2022-07-08,1276.0,9.0395,20.358333333333334,8383,64.0,44.3
2022-07-09,1302.0,8.1236,20.458333333333332,8383,64.0,44.3
2022-07-10,1272.0,8.8026,22.795833333333334,8383,64.0,44.3
2022-07-11,1145.0,8.2956,25.525000000000002,8383,64.0,44.3
2022-07-12,1131.0,7.5411,20.541666666666668,8383,64.0,44.3
2022-07-13,1140.0,7.5712,19.766666666666666,8383,64.0,44.3
2022-07-14,1215.0,7.786,18.0625,8383,64.0,44.3
2022-07-15,1108.0,7.9507,18.370833333333334,8383,64.0,44.3
2022-07-16,1071.0,6.8741,17.458333333333332,8383,64.0,44.3
2022-07-17,1056.0,6.6558,17.533333333333335,8383,64.0,44.3
2022-07-18,1236.0,7.9622,16.645833333333332,8383,64.0,44.3
2022-07-19,1257.0,8.4774,16.391666666666666,8383,64.0,44.3
2022-07-20,1292.0,8.592,15.924999999999999,8383,64.0,44.3
2022-07-21,1239.0,8.4743,17.2375,8383,64.0,44.3
2022-07-22,1173.0,7.1478,20.1875,8383,64.0,44.3
2022-07-23,1125.0,7.1478,21.754166666666666,8383,64.0,44.3
2022-07-24,1153.0,7.2566,22.508333333333336,8383,64.0,44.3
2022-07-25,1186.0,8.219,21.775000000000002,8383,64.0,44.3
2022-07-26,1141.0,7.8566,22.9875,8383,64.0,44.3
2022-07-27,1131.0,7.8251,24.27916666666667,8383,64.0,44.3
2022-07-28,1212.0,7.8659,21.320833333333333,8383,64.0,44.3
2022-07-29,1001.0,7.4458,18.566666666666666,8383,64.0,44.3
2022-07-30,1067.0,6.2441,17.729166666666668,8383,64.0,44.3
2022-07-31,591.0,6.8905,18.845833333333335,8383,64.0,44.3
2022-08-01,0.0,2.1854,19.55,8305,64.0,44.3
2022-08-02,0.0,0.0,20.5,8305,64.0,44.3
2022-08-03,0.0,0.0,22.333333333333332,8305,64.0,44.3
2022-08-04,0.0,0.0,23.2625,8305,64.0,44.3
2022-08-05,0.0,0.0,23.858333333333334,8305,64.0,44.3
2022-08-06,0.0,0.0,24.508333333333336,8305,64.0,44.3
2022-08-07,0.0,0.0,22.55,8305,64.0,44.3
2022-08-08,0.0,0.0,19.016666666666666,8305,64.0,44.3
2022-08-09,0.0,0.0,17.5,8305,64.0,44.3
2022-08-10,0.0,0.0,18.279166666666665,8305,64.0,44.3
2022-08-11,0.0,0.0,18.216666666666665,8305,64.0,44.3
2022-08-12,2033.0,1.6332,19.466666666666665,8305,64.0,44.3
2022-08-13,1672.0,16.8048,20.9875,8305,64.0,44.3
2022-08-14,981.0,7.2053,21.84166666666667,8305,64.0,44.3
2022-08-15,1126.0,6.9043,22.508333333333336,8305,64.0,44.3
2022-08-16,1021.0,6.5178,22.75,8305,64.0,44.3
2022-08-17,1311.0,7.7681,23.320833333333336,8305,64.0,44.3
2022-08-18,1126.0,7.2627,23.358333333333334,8305,64.0,44.3
2022-08-19,1168.0,7.4146,22.066666666666666,8305,64.0,44.3
2022-08-20,1173.0,7.5254,19.087500000000002,8305,64.0,44.3
2022-08-21,1221.0,7.4361,20.895833333333332,8305,64.0,44.3
2022-08-22,1200.0,8.0437,22.8875,8305,64.0,44.3
2022-08-23,1101.0,5.3815,24.28333333333333,8305,64.0,44.3
2022-08-24,1147.0,7.3353,23.474999999999998,8305,64.0,44.3
2022-08-25,1208.0,7.7496,23.816666666666666,8305,64.0,44.3
2022-08-26,1101.0,7.5146,23.504166666666666,8305,64.0,44.3
2022-08-27,1019.0,6.8602,23.433333333333334,8305,64.0,44.3
2022-08-28,1131.0,6.9271,23.849999999999998,8305,64.0,44.3
2022-08-29,1177.0,7.6655,21.462500000000002,8305,64.0,44.3
2022-08-30,1195.0,7.7499,21.491666666666664,8305,64.0,44.3
2022-08-31,1426.0,7.9639,16.929166666666667,8305,64.0,44.3
2022-09-01,1688.0,10.3875,11.091666666666667,8336,64.0,44.3
2022-09-02,462.0,10.3826,9.237499999999999,8336,64.0,43.8
2022-09-03,0.0,0.8105,10.533333333333333,8336,64.0,44.3
2022-09-04,0.0,0.0,9.950000000000001,8336,64.0,44.3
2022-09-05,3946.0,7.3767,8.4625,8336,64.0,43.3
2022-09-06,2465.0,27.2804,8.808333333333334,8336,64.0,43.8
2022-09-07,2348.0,14.2931,8.674999999999999,8336,64.0,43.8
2022-09-08,3241.0,19.6985,7.6375,8336,64.0,43.3
2022-09-09,3275.0,23.0258,7.466666666666666,8336,64.0,43.3
2022-09-10,3029.0,22.335,8.504166666666666,8336,64.0,43.8
2022-09-11,2507.0,20.8582,10.033333333333333,8336,64.0,44.3
2022-09-12,2626.0,19.5937,11.208333333333334,8336,64.0,44.3
2022-09-13,2305.0,18.3617,10.945833333333333,8336,64.0,44.3
2022-09-14,2342.0,16.8179,11.65,8336,64.0,44.3
2022-09-15,2436.0,16.9932,11.145833333333334,8336,64.0,44.3
2022-09-16,2421.0,18.1345,11.950000000000001,8336,64.0,44.3
2022-09-17,2326.0,16.7419,11.8125,8336,64.0,44.3
2022-09-18,2199.0,16.4175,11.983333333333334,8336,64.0,44.3
2022-09-19,3523.0,20.8166,11.15,8336,64.0,44.3
2022-09-20,3635.0,24.2435,10.987499999999999,8336,64.0,44.3
2022-09-21,3310.0,27.5195,9.783333333333333,8336,64.0,44.3
2022-09-22,3250.0,18.8773,10.329166666666667,8336,64.0,44.3
2022-09-23,3203.0,18.8773,10.420833333333333,8336,64.0,44.3
2022-09-24,3562.0,25.0369,8.516666666666667,8336,64.0,43.8
2022-09-25,3513.0,25.8852,7.5625,8336,64.0,43.3
2022-09-26,3819.0,27.1283,7.075,8336,64.0,43.3
2022-09-27,3947.0,29.2984,7.2625,8336,64.0,43.3
2022-09-28,3775.0,29.9108,8.6625,8336,64.0,43.8
2022-09-29,3978.0,27.7473,9.533333333333333,8336,64.0,44.3
2022-09-30,3827.0,29.7748,11.775,8336,64.0,44.3
2022-10-01,3601.0,28.1862,12.891666666666666,8314,64.0,44.3
2022-10-02,3880.0,26.7788,10.845833333333333,8314,64.0,44.3
2022-10-03,4612.0,30.2702,12.316666666666668,8314,64.0,44.3
2022-10-04,5477.0,37.2865,9.858333333333333,8314,64.0,44.3
2022-10-05,5703.0,42.2207,7.5375000000000005,8314,64.0,43.3
2022-10-06,4779.0,39.8505,9.545833333333333,8314,64.0,44.3
2022-10-07,4766.0,33.1304,10.479166666666666,8314,64.0,44.3
2022-10-08,4211.0,33.7464,10.508333333333333,8314,64.0,44.3
2022-10-09,5069.0,33.6421,10.929166666666667,8314,64.0,44.3
2022-10-10,7683.0,41.5369,7.458333333333333,8314,64.0,43.3
2022-10-11,7237.0,55.2107,4.729166666666667,8314,66.0,42.3
2022-10-12,5781.0,51.4987,5.070833333333334,8314,66.0,42.3
2022-10-13,6827.0,44.4013,5.658333333333334,8314,64.0,42.8
2022-10-14,7150.0,54.8963,5.429166666666667,8314,66.0,42.3
2022-10-15,6105.0,47.9022,7.075,8314,64.0,43.3
2022-10-16,5293.0,44.2833,6.295833333333333,8314,64.0,42.8
2022-10-17,5874.0,42.8917,6.779166666666666,8314,64.0,43.3
2022-10-18,6428.0,46.4969,8.35,8314,64.0,43.3
2022-10-19,6788.0,46.927,6.6625000000000005,8314,64.0,43.3
2022-10-20,7769.0,55.1654,4.629166666666666,8314,66.0,42.3
2022-10-21,7262.0,56.3118,4.3625,8314,68.0,42.0
2022-10-22,6543.0,39.9162,4.983333333333333,8314,66.0,42.3
2022-10-23,6211.0,39.9162,5.429166666666667,8314,66.0,42.3
2022-10-24,8748.0,49.8261,3.6791666666666667,8314,68.0,42.0
2022-10-25,9276.0,69.8239,-0.2416666666666666,8314,75.0,44.0
2022-10-26,8406.0,65.8792,1.1166666666666667,8314,72.0,43.0
2022-10-27,6640.0,59.1633,2.2624999999999997,8314,70.0,42.0
2022-10-28,5513.0,47.166,6.5874999999999995,8314,64.0,43.3
2022-10-29,5281.0,40.39,9.029166666666667,8314,64.0,43.8
2022-10-30,8460.0,47.2583,5.283333333333333,8314,66.0,42.3
2022-10-31,9135.0,65.9656,1.8166666666666667,8314,70.0,42.0
2022-11-01,9293.0,68.927,0.7458333333333332,8189,72.0,43.0
2022-11-02,10966.0,70.9863,-0.00416666666666667,8189,75.0,44.0
2022-11-03,11385.0,82.6475,-0.3416666666666666,8189,75.0,44.0
2022-11-04,10173.0,76.3114,-1.3375000000000001,8189,77.5,45.0
2022-11-05,10850.0,75.9102,-0.5541666666666667,8189,77.5,45.0
2022-11-06,9778.0,79.2054,-0.5875,8189,77.5,45.0
2022-11-07,9646.0,68.4875,1.4083333333333332,8189,72.0,43.0
2022-11-08,7277.0,62.2113,4.516666666666667,8189,66.0,42.3
2022-11-09,6095.0,47.9034,7.508333333333333,8189,64.0,43.3
2022-11-10,6462.0,44.714,7.254166666666666,8189,64.0,43.3
2022-11-11,6353.0,48.6499,7.766666666666667,8189,64.0,43.3
2022-11-12,5758.0,43.0052,9.775,8189,64.0,44.3
2022-11-13,9098.0,48.4095,6.129166666666666,8189,64.0,42.8
2022-11-14,10868.0,75.5861,-0.6875,8189,77.5,45.0
2022-11-15,12805.0,83.5926,-2.345833333333333,8189,80.0,46.0
2022-11-16,11320.0,88.0222,-4.195833333333334,8189,84.5,48.0
2022-11-17,13911.0,91.2218,-4.170833333333333,8189,84.5,48.0
2022-11-18,13933.0,106.4659,-5.954166666666667,8189,89.0,50.0
2022-11-19,13052.0,95.979,-5.766666666666667,8189,89.0,50.0
2022-11-20,13042.0,95.5446,-3.7416666666666667,8189,84.5,48.0
2022-11-21,13774.0,104.44,-5.220833333333333,8189,87.0,49.0
2022-11-22,10711.0,93.4622,-1.3875,8189,77.5,45.0
2022-11-23,14093.0,44.4936,-0.9249999999999999,8189,77.5,45.0
2022-11-24,14361.0,44.4936,-5.329166666666667,8189,87.0,49.0
2022-11-25,15049.0,44.4936,-6.558333333333334,8189,91.0,51.0
2022-11-26,14899.0,44.4936,-5.679166666666667,8189,89.0,50.0
2022-11-27,13104.0,44.4936,-4.429166666666666,8189,84.5,48.0
2022-11-28,14270.0,44.4936,-4.970833333333333,8189,87.0,49.0
2022-11-29,18057.0,44.4936,-8.362499999999999,8189,93.5,52.0
2022-11-30,18448.0,44.4936,-10.1,8189,98.0,55.0
2022-12-01,19157.0,44.4936,-9.137500000000001,8148,96.0,53.0
2022-12-02,18248.0,44.4936,-8.7125,8148,96.0,53.0
2022-12-03,15403.0,44.4936,-7.854166666666667,8148,93.5,52.0
2022-12-04,17062.0,44.4936,-9.508333333333333,8148,98.0,55.0
2022-12-05,16393.0,44.4936,-11.329166666666666,8148,100.0,56.0
2022-12-06,15682.0,44.4936,-9.158333333333333,8148,96.0,53.0
2022-12-07,16388.0,44.4936,-9.379166666666666,8148,96.0,53.0
2022-12-08,13692.0,44.4936,-6.3875,8148,89.0,50.0
2022-12-09,13356.0,44.4936,-4.979166666666667,8148,87.0,49.0
2022-12-10,12613.0,44.4936,-2.4583333333333335,8148,80.0,46.0
2022-12-11,11918.0,44.4936,-0.7166666666666667,8148,77.5,45.0
2022-12-12,10236.0,44.4936,2.4,8148,70.0,42.0
2022-12-13,13012.0,44.4936,-0.7208333333333333,8148,77.5,45.0
2022-12-14,14753.0,44.4936,-5.683333333333334,8148,89.0,50.0
2022-12-15,13943.0,44.4936,-6.220833333333334,8148,89.0,50.0
2022-12-16,14599.0,44.4936,-5.866666666666667,8148,89.0,50.0
2022-12-17,14199.0,44.4936,-5.116666666666666,8148,87.0,49.0
2022-12-18,15951.0,44.4936,-6.9875,8148,91.0,51.0
2022-12-19,13371.0,44.4936,-5.375,8148,87.0,49.0
2022-12-20,17244.0,44.4936,-9.758333333333333,8148,98.0,55.0
2022-12-21,9900.0,44.4936,-5.358333333333333,8148,87.0,49.0
2022-12-22,9354.0,44.4936,0.9500000000000001,8148,72.0,43.0
2022-12-23,9836.0,44.4936,0.975,8148,72.0,43.0
2022-12-24,9836.0,44.4936,0.6333333333333334,8148,72.0,43.0
2022-12-25,11350.0,44.4936,-5.295833333333333,8148,87.0,49.0
2022-12-26,13312.0,44.4936,-7.2124999999999995,8148,91.0,51.0
2022-12-27,14017.0,44.4936,-4.795833333333333,8148,87.0,49.0
2022-12-28,12224.0,44.4936,-1.9958333333333333,8148,80.0,46.0
2022-12-29,11461.0,44.4936,-3.016666666666667,8148,81.5,47.0
2022-12-30,13626.0,44.4936,-0.41250000000000003,8148,75.0,44.0
2022-12-31,9063.0,44.4936,0.3208333333333333,8148,75.0,44.0
2023-01-01,9063.0,3011.032,2.8333333333333335,8149,69.0,42.0
2023-01-02,8977.0,3011.032,-2.2958333333333334,8149,80.0,46.0
2023-01-03,11654.0,3011.032,-0.9458333333333333,8149,77.5,45.0
2023-01-04,11110.0,3011.032,-3.654166666666667,8149,84.5,48.0
2023-01-05,12913.0,3011.032,-9.0375,8149,96.0,53.0
2023-01-06,19906.0,3011.032,-24.1375,8149,115.0,67.0
2023-01-07,20531.0,3011.032,-25.22083333333333,8149,115.0,68.0
2023-01-08,18870.0,3011.032,-19.1125,8149,115.0,63.0
2023-01-09,18883.0,3011.032,-19.8125,8149,115.0,64.0
2023-01-10,21387.0,3011.032,-15.129166666666668,8149,108.0,59.0
2023-01-11,16478.0,3011.032,-11.295833333333334,8149,100.0,56.0
2023-01-12,15640.0,3011.032,-8.608333333333333,8149,96.0,53.0
2023-01-13,14617.0,3011.032,-5.554166666666667,8149,89.0,50.0
2023-01-14,13036.0,3011.032,-2.8125,8149,81.5,47.0
2023-01-15,11716.0,3011.032,-3.3958333333333335,8149,81.5,47.0
2023-01-16,12097.0,3011.032,-4.1625000000000005,8149,84.5,48.0
2023-01-17,12700.0,3011.032,-0.9791666666666666,8149,77.5,45.0
2023-01-18,10677.0,3011.032,0.4583333333333333,8149,75.0,44.0
2023-01-19,10665.0,3011.032,1.7750000000000001,8149,70.0,42.0
2023-01-20,10229.0,3011.032,2.1125000000000003,8149,70.0,42.0
2023-01-21,9670.0,3011.032,-4.2124999999999995,8149,84.5,48.0
2023-01-22,13567.0,3011.032,-4.370833333333334,8149,84.5,48.0
2023-01-23,11884.0,3011.032,-4.8625,8149,87.0,49.0
2023-01-24,12179.0,3011.032,-2.7416666666666667,8149,81.5,47.0
2023-01-25,11734.0,3011.032,-3.85,8149,84.5,48.0
2023-01-26,11750.0,3011.032,-2.6166666666666667,8149,81.5,47.0
