date,Vgas_forecast_m3,Vgas_forecast_with_5pct_buffer_m3
2025-08-08,12625.390007071932,13256.65950742553
2025-08-09,12816.092631882926,13456.897263477073
2025-08-10,12509.655118694947,13135.137874629696
2025-08-11,12633.519159932359,13265.195117928977
2025-08-12,13006.803885053825,13657.144079306518
2025-08-13,12807.008635867805,13447.359067661197
2025-08-14,12852.305174629055,13494.920433360508
2025-08-15,12761.06526900972,13399.118532460207
2025-08-16,12492.570239033166,13117.198750984826
2025-08-17,12349.394697289803,12966.864432154294
2025-08-18,12910.87575770801,13556.419545593411
2025-08-19,13196.962637311239,13856.810769176802
2025-08-20,12764.755493797002,13402.993268486853
2025-08-21,12925.480661406244,13571.754694476556
2025-08-22,13276.393911837731,13940.213607429618
2025-08-23,13260.157353924642,13923.165221620875
2025-08-24,12896.63885786305,13541.470800756204
2025-08-25,13215.38320380704,13876.152363997393
2025-08-26,13661.878956745924,14344.972904583221
2025-08-27,13447.373776126631,14119.742464932964
2025-08-28,13187.341971839789,13846.70907043178
2025-08-29,12854.787370974576,13497.526739523306
2025-08-30,12132.909577373313,12739.55505624198
2025-08-31,11359.53551879392,11927.512294733617
2025-09-01,11841.29530484366,12433.360070085842
2025-09-02,12675.901864454383,13309.696957677103
2025-09-03,12746.172455952837,13383.48107875048
2025-09-04,12635.245663484027,13267.00794665823
2025-09-05,12567.260056692883,13195.623059527528
2025-09-06,12432.868939829783,13054.512386821272
2025-09-07,12017.67618275436,12618.559991892078
2025-09-08,12091.913317927058,12696.50898382341
2025-09-09,12330.707261714593,12947.242624800323
2025-09-10,12324.719999952365,12940.955999949985
2025-09-11,12389.519939932938,13008.995936929585
2025-09-12,12497.2124172834,13122.07303814757
2025-09-13,12753.718178702726,13391.404087637862
2025-09-14,12551.135435862736,13178.692207655873
2025-09-15,12548.306663742362,13175.72199692948
2025-09-16,12584.328945974687,13213.545393273422
2025-09-17,12391.60949890501,13011.189973850262
2025-09-18,12585.303495460721,13214.568670233757
2025-09-19,12948.867861618402,13596.311254699323
2025-09-20,13073.915928861908,13727.611725305005
2025-09-21,12451.577739743096,13074.156626730251
2025-09-22,12121.637691583059,12727.719576162212
2025-09-23,12805.683097513454,13445.967252389128
2025-09-24,13789.37983024954,14478.848821762018
2025-09-25,14361.820742242538,15079.911779354667
2025-09-26,14525.156769914092,15251.414608409797
2025-09-27,14669.808391546772,15403.298811124112
2025-09-28,14726.43824220593,15462.760154316227
2025-09-29,15265.516156424466,16028.79196424569
2025-09-30,15877.358698017717,16671.226632918602
2025-10-01,16634.821488641162,17466.56256307322
2025-10-02,16633.094129161167,17464.748835619226
2025-10-03,16870.27344803204,17713.78712043364
2025-10-04,17077.50928978643,17931.384754275754
2025-10-05,16983.737590275923,17832.92446978972
2025-10-06,17340.721676307974,18207.757760123375
2025-10-07,17787.607226129057,18676.98758743551
2025-10-08,17767.857432202334,18656.250303812452
2025-10-09,17858.0112568262,18750.91181966751
2025-10-10,18073.614455429928,18977.295178201424
2025-10-11,18243.38956028384,19155.55903829803
2025-10-12,18103.773231003062,19008.961892553216
2025-10-13,18407.351870620023,19327.719464151025
2025-10-14,18794.21701542588,19733.927866197173
2025-10-15,18708.88316640847,19644.327324728893
2025-10-16,18729.026822641452,19665.478163773525
2025-10-17,18871.396792922347,19814.966632568467
2025-10-18,18965.96240245365,19914.260522576333
2025-10-19,18750.428437768674,19687.94985965711
2025-10-20,18978.64816853507,19927.580576961824
2025-10-21,19291.956387809387,20256.554207199857
2025-10-22,19136.065556568443,20092.868834396864
2025-10-23,19089.784207229914,20044.27341759141
2025-10-24,19170.908045897268,20129.453448192133
2025-10-25,19210.350696299247,20170.86823111421
2025-10-26,18946.64321238744,19893.97537300681
2025-10-27,19134.333935574785,20091.050632353526
2025-10-28,19415.310826385325,20386.07636770459
2025-10-29,19235.68949382284,20197.473968513983
2025-10-30,19174.526163555787,20133.252471733576
2025-10-31,19249.706060694876,20212.19136372962
2025-11-01,21775.511180664118,22864.286739697323
2025-11-02,22105.831932469704,23211.12352909319
2025-11-03,22313.36372857223,23429.03191500084
2025-11-04,22621.934767136416,23753.031505493236
2025-11-05,22477.010212181704,23600.86072279079
2025-11-06,22456.874668580782,23579.71840200982
2025-11-07,22578.534195924447,23707.46090572067
2025-11-08,22671.862218897815,23805.455329842705
2025-11-09,22474.118140640137,23597.824047672144
2025-11-10,22738.369862021562,23875.28835512264
2025-11-11,23104.841919293012,24260.084015257664
2025-11-12,23017.832010375692,24168.723610894478
2025-11-13,23054.454670431867,24207.17740395346
2025-11-14,23230.56207282647,24392.090176467795
2025-11-15,23374.908374644587,24543.653793376816
2025-11-16,23223.68615968846,24384.870467672885
2025-11-17,23528.965940674178,24705.414237707886
2025-11-18,23930.06020600756,25126.56321630794
2025-11-19,23870.454569848996,25063.977298341448
2025-11-20,23926.564591354316,25122.892820922032
2025-11-21,24113.668062393415,25319.351465513086
2025-11-22,24260.07902509107,25473.082976345624
2025-11-23,24101.691934357066,25306.77653107492
2025-11-24,24390.42681050457,25609.9481510298
2025-11-25,24765.596773056513,26003.87661170934
2025-11-26,24670.840443674402,25904.382465858125
2025-11-27,24682.877738275434,25917.02162518921
2025-11-28,24817.438828020895,26058.31076942194
2025-11-29,24903.432538660094,26148.6041655931
2025-11-30,24677.482640578593,25911.356772607523
2025-12-01,26691.208118993138,28025.768524942796
2025-12-02,27368.29659510686,28736.711424862206
2025-12-03,27190.098721960247,28549.60365805826
2025-12-04,27115.579821218656,28471.35881227959
2025-12-05,27161.681566203522,28519.7656445137
2025-12-06,27158.57026618837,28516.49877949779
2025-12-07,26844.15319439578,28186.360854115574
2025-12-08,26972.49290261773,28321.117547748618
2025-12-09,27185.141327865113,28544.39839425837
2025-12-10,26928.036648349014,28274.438480766465
2025-12-11,26780.22192912108,28119.233025577134
2025-12-12,26759.735903118348,28097.722698274265
2025-12-13,26697.74276223722,28032.629900349082
2025-12-14,26333.030047155,27649.681549512752
2025-12-15,26420.40620685977,27741.42651720276
2025-12-16,26602.019987703447,27932.12098708862
2025-12-17,26324.244940838886,27640.45718788083
2025-12-18,26166.38838900113,27474.70780845119
2025-12-19,26146.5754600861,27453.904233090405
2025-12-20,26095.87527727585,27400.66904113964
2025-12-21,25752.798555868132,27040.43848366154
2025-12-22,25871.69827923968,27165.283193201667
2025-12-23,26094.09564998043,27398.800432479453
2025-12-24,25865.574571953162,27158.85330055082
2025-12-25,25764.50389917677,27052.729094135608
2025-12-26,25807.937880900776,27098.334774945815
2025-12-27,25825.76164209292,27117.049724197565
2025-12-28,25555.21062893596,26832.97116038276
2025-12-29,25749.29530537819,27036.7600706471
2025-12-30,26048.152850543283,27350.56049307045
2025-12-31,25895.968614453865,27190.76704517656
